Label,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11
6,14,female,highschool,GA,Photoshop/C/Operating System/Objective-C/NodeJS/,6,female,master,WA,Full Stack Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git/C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux
1,14,female,highschool,GA,Photoshop/C/Operating System/Objective-C/NodeJS/,7,male,bachelor,NJ,Quality Assurance Engineer,HTML/CSS/XML/NodeJS/Angular/NoSQL
1,14,female,highschool,GA,Photoshop/C/Operating System/Objective-C/NodeJS/,8,female,master,UT,Quality Assurance Engineer,HTML/CSS/XML/NodeJS/Angular/NoSQL
5,14,female,highschool,GA,Photoshop/C/Operating System/Objective-C/NodeJS/,9,male,bachelor,NY,Enterprise Engineer,SOAP/REST APIs/GraphQL/React/Angular/UI/UX
4,15,female,bachelor,NY,Perl/Unix/Cloud/SQL/jQuery/,0,female,master,CA,Quality Assurance Engineer,HTML/CSS/XML/NodeJS/Angular/NoSQL
9,15,female,bachelor,NY,Perl/Unix/Cloud/SQL/jQuery/,1,male,master,TX,UX Designer,HTML/CSS/Photoshop/Illustrator/AfterEffect/Wireframing
6,15,female,bachelor,NY,Perl/Unix/Cloud/SQL/jQuery/,2,male,master,TX,Quality Assurance Engineer,HTML/CSS/XML/NodeJS/Angular/NoSQL
2,15,female,bachelor,NY,Perl/Unix/Cloud/SQL/jQuery/,3,female,master,CA,Back-End Software Engineer,C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux/Git
6,15,female,bachelor,NY,Perl/Unix/Cloud/SQL/jQuery/,4,male,bachelor,WA,Quality Assurance Engineer,HTML/CSS/XML/NodeJS/Angular/NoSQL
7,15,female,bachelor,NY,Perl/Unix/Cloud/SQL/jQuery/,5,male,bachelor,UT,Full Stack Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git/C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux
10,15,female,bachelor,NY,Perl/Unix/Cloud/SQL/jQuery/,6,male,master,NY,Front-End Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git
1,15,female,bachelor,NY,Perl/Unix/Cloud/SQL/jQuery/,7,female,bachelor,TX,Back-End Software Engineer,C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux/Git
5,15,female,bachelor,NY,Perl/Unix/Cloud/SQL/jQuery/,8,male,master,GA,Quality Assurance Engineer,HTML/CSS/XML/NodeJS/Angular/NoSQL
9,15,female,bachelor,NY,Perl/Unix/Cloud/SQL/jQuery/,9,female,bachelor,NJ,Mobile Software Engineer,Java/C#/Objective-C/Swift
3,16,male,highschool,NY,Operating System/C++/C#/Git/Operating System/,0,male,bachelor,WA,Front-End Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git
8,16,male,highschool,NY,Operating System/C++/C#/Git/Operating System/,1,female,bachelor,NY,Front-End Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git
5,16,male,highschool,NY,Operating System/C++/C#/Git/Operating System/,2,male,bachelor,AZ,Quality Assurance Engineer,HTML/CSS/XML/NodeJS/Angular/NoSQL
1,16,male,highschool,NY,Operating System/C++/C#/Git/Operating System/,3,female,master,CA,Quality Assurance Engineer,HTML/CSS/XML/NodeJS/Angular/NoSQL
5,16,male,highschool,NY,Operating System/C++/C#/Git/Operating System/,4,female,master,AZ,Mobile Software Engineer,Java/C#/Objective-C/Swift
7,16,male,highschool,NY,Operating System/C++/C#/Git/Operating System/,5,male,master,NJ,Sales Engineer,PaaS/IaaS/Cloud/RFI/RFP/SQL
1,16,male,highschool,NY,Operating System/C++/C#/Git/Operating System/,6,male,master,NY,Product Engineer,CAD/CAM
2,16,male,highschool,NY,Operating System/C++/C#/Git/Operating System/,7,female,master,GA,Enterprise Engineer,SOAP/REST APIs/GraphQL/React/Angular/UI/UX
9,16,male,highschool,NY,Operating System/C++/C#/Git/Operating System/,8,female,master,TX,Sales Engineer,PaaS/IaaS/Cloud/RFI/RFP/SQL
1,16,male,highschool,NY,Operating System/C++/C#/Git/Operating System/,9,female,master,GA,Site Reliability Engineer,C/C++/Java/Python/Go/Perl/Ruby/Unix/Linux/TCP/IP/SDN
7,17,female,bachelor,UT,SQL/Linux/RESTful APIs/AfterEffect/RESTful APIs/,0,male,master,AZ,Full Stack Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git/C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux
5,17,female,bachelor,UT,SQL/Linux/RESTful APIs/AfterEffect/RESTful APIs/,1,female,master,CA,Mobile Software Engineer,Java/C#/Objective-C/Swift
2,17,female,bachelor,UT,SQL/Linux/RESTful APIs/AfterEffect/RESTful APIs/,2,male,bachelor,UT,UX Designer,HTML/CSS/Photoshop/Illustrator/AfterEffect/Wireframing
0,17,female,bachelor,UT,SQL/Linux/RESTful APIs/AfterEffect/RESTful APIs/,3,female,bachelor,CA,Enterprise Engineer,SOAP/REST APIs/GraphQL/React/Angular/UI/UX
4,17,female,bachelor,UT,SQL/Linux/RESTful APIs/AfterEffect/RESTful APIs/,4,female,bachelor,NJ,Front-End Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git
3,17,female,bachelor,UT,SQL/Linux/RESTful APIs/AfterEffect/RESTful APIs/,5,male,master,NJ,Quality Assurance Engineer,HTML/CSS/XML/NodeJS/Angular/NoSQL
1,17,female,bachelor,UT,SQL/Linux/RESTful APIs/AfterEffect/RESTful APIs/,6,male,bachelor,TX,Sales Engineer,PaaS/IaaS/Cloud/RFI/RFP/SQL
1,17,female,bachelor,UT,SQL/Linux/RESTful APIs/AfterEffect/RESTful APIs/,7,male,bachelor,NY,Enterprise Engineer,SOAP/REST APIs/GraphQL/React/Angular/UI/UX
2,17,female,bachelor,UT,SQL/Linux/RESTful APIs/AfterEffect/RESTful APIs/,8,male,bachelor,UT,Site Reliability Engineer,C/C++/Java/Python/Go/Perl/Ruby/Unix/Linux/TCP/IP/SDN
2,17,female,bachelor,UT,SQL/Linux/RESTful APIs/AfterEffect/RESTful APIs/,9,male,bachelor,TX,Back-End Software Engineer,C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux/Git
4,18,female,bachelor,UT,Unix/UI/CAM/React/Perl/,0,female,master,TX,Mobile Software Engineer,Java/C#/Objective-C/Swift
3,18,female,bachelor,UT,Unix/UI/CAM/React/Perl/,1,female,bachelor,AZ,Quality Assurance Engineer,HTML/CSS/XML/NodeJS/Angular/NoSQL
3,18,female,bachelor,UT,Unix/UI/CAM/React/Perl/,2,male,master,CA,Sales Engineer,PaaS/IaaS/Cloud/RFI/RFP/SQL
7,18,female,bachelor,UT,Unix/UI/CAM/React/Perl/,3,male,master,WA,Product Engineer,CAD/CAM
2,18,female,bachelor,UT,Unix/UI/CAM/React/Perl/,4,male,bachelor,TX,Site Reliability Engineer,C/C++/Java/Python/Go/Perl/Ruby/Unix/Linux/TCP/IP/SDN
10,18,female,bachelor,UT,Unix/UI/CAM/React/Perl/,5,female,master,NJ,Product Engineer,CAD/CAM
7,18,female,bachelor,UT,Unix/UI/CAM/React/Perl/,6,female,master,GA,Product Engineer,CAD/CAM
9,18,female,bachelor,UT,Unix/UI/CAM/React/Perl/,7,male,master,GA,Front-End Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git
7,18,female,bachelor,UT,Unix/UI/CAM/React/Perl/,8,female,master,NY,Product Engineer,CAD/CAM
6,18,female,bachelor,UT,Unix/UI/CAM/React/Perl/,9,female,bachelor,GA,Sales Engineer,PaaS/IaaS/Cloud/RFI/RFP/SQL
2,19,male,bachelor,NJ,GraphQL/HTML/TCP/Java/Swift/,0,female,master,UT,Front-End Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git
6,19,male,bachelor,NJ,GraphQL/HTML/TCP/Java/Swift/,1,male,bachelor,WA,Product Engineer,CAD/CAM
0,19,male,bachelor,NJ,GraphQL/HTML/TCP/Java/Swift/,2,female,bachelor,NY,Product Engineer,CAD/CAM
4,19,male,bachelor,NJ,GraphQL/HTML/TCP/Java/Swift/,3,male,master,GA,Full Stack Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git/C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux
1,19,male,bachelor,NJ,GraphQL/HTML/TCP/Java/Swift/,4,male,bachelor,WA,Enterprise Engineer,SOAP/REST APIs/GraphQL/React/Angular/UI/UX
7,19,male,bachelor,NJ,GraphQL/HTML/TCP/Java/Swift/,5,male,master,CA,Back-End Software Engineer,C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux/Git
5,19,male,bachelor,NJ,GraphQL/HTML/TCP/Java/Swift/,6,male,master,GA,Enterprise Engineer,SOAP/REST APIs/GraphQL/React/Angular/UI/UX
0,19,male,bachelor,NJ,GraphQL/HTML/TCP/Java/Swift/,7,female,bachelor,GA,Mobile Software Engineer,Java/C#/Objective-C/Swift
8,19,male,bachelor,NJ,GraphQL/HTML/TCP/Java/Swift/,8,female,bachelor,UT,Back-End Software Engineer,C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux/Git
2,19,male,bachelor,NJ,GraphQL/HTML/TCP/Java/Swift/,9,female,bachelor,GA,Site Reliability Engineer,C/C++/Java/Python/Go/Perl/Ruby/Unix/Linux/TCP/IP/SDN
9,20,female,highschool,NJ,Swift/Objective-C/NodeJS/Cloud/NoSQL/,0,male,bachelor,AZ,Enterprise Engineer,SOAP/REST APIs/GraphQL/React/Angular/UI/UX
4,20,female,highschool,NJ,Swift/Objective-C/NodeJS/Cloud/NoSQL/,1,male,master,CA,Site Reliability Engineer,C/C++/Java/Python/Go/Perl/Ruby/Unix/Linux/TCP/IP/SDN
6,20,female,highschool,NJ,Swift/Objective-C/NodeJS/Cloud/NoSQL/,2,male,bachelor,WA,Quality Assurance Engineer,HTML/CSS/XML/NodeJS/Angular/NoSQL
2,20,female,highschool,NJ,Swift/Objective-C/NodeJS/Cloud/NoSQL/,3,female,master,TX,Quality Assurance Engineer,HTML/CSS/XML/NodeJS/Angular/NoSQL
10,20,female,highschool,NJ,Swift/Objective-C/NodeJS/Cloud/NoSQL/,4,male,master,CA,Mobile Software Engineer,Java/C#/Objective-C/Swift
0,20,female,highschool,NJ,Swift/Objective-C/NodeJS/Cloud/NoSQL/,5,male,master,GA,Mobile Software Engineer,Java/C#/Objective-C/Swift
3,20,female,highschool,NJ,Swift/Objective-C/NodeJS/Cloud/NoSQL/,6,male,master,WA,Back-End Software Engineer,C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux/Git
9,20,female,highschool,NJ,Swift/Objective-C/NodeJS/Cloud/NoSQL/,7,male,bachelor,TX,Back-End Software Engineer,C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux/Git
0,20,female,highschool,NJ,Swift/Objective-C/NodeJS/Cloud/NoSQL/,8,male,bachelor,NY,Site Reliability Engineer,C/C++/Java/Python/Go/Perl/Ruby/Unix/Linux/TCP/IP/SDN
4,20,female,highschool,NJ,Swift/Objective-C/NodeJS/Cloud/NoSQL/,9,female,master,GA,Site Reliability Engineer,C/C++/Java/Python/Go/Perl/Ruby/Unix/Linux/TCP/IP/SDN
5,21,female,bachelor,TX,SQL/HTML/HTML/Flask/React/,0,male,bachelor,NJ,Quality Assurance Engineer,HTML/CSS/XML/NodeJS/Angular/NoSQL
3,21,female,bachelor,TX,SQL/HTML/HTML/Flask/React/,1,female,bachelor,AZ,Full Stack Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git/C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux
8,21,female,bachelor,TX,SQL/HTML/HTML/Flask/React/,2,male,bachelor,CA,Site Reliability Engineer,C/C++/Java/Python/Go/Perl/Ruby/Unix/Linux/TCP/IP/SDN
7,21,female,bachelor,TX,SQL/HTML/HTML/Flask/React/,3,female,master,CA,UX Designer,HTML/CSS/Photoshop/Illustrator/AfterEffect/Wireframing
1,21,female,bachelor,TX,SQL/HTML/HTML/Flask/React/,4,male,bachelor,NJ,Enterprise Engineer,SOAP/REST APIs/GraphQL/React/Angular/UI/UX
8,21,female,bachelor,TX,SQL/HTML/HTML/Flask/React/,5,male,master,AZ,Full Stack Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git/C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux
9,21,female,bachelor,TX,SQL/HTML/HTML/Flask/React/,6,female,master,WA,Site Reliability Engineer,C/C++/Java/Python/Go/Perl/Ruby/Unix/Linux/TCP/IP/SDN
0,21,female,bachelor,TX,SQL/HTML/HTML/Flask/React/,7,female,master,NY,Front-End Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git
5,21,female,bachelor,TX,SQL/HTML/HTML/Flask/React/,8,male,bachelor,GA,Mobile Software Engineer,Java/C#/Objective-C/Swift
6,21,female,bachelor,TX,SQL/HTML/HTML/Flask/React/,9,female,bachelor,WA,Quality Assurance Engineer,HTML/CSS/XML/NodeJS/Angular/NoSQL
8,22,female,highschool,NJ,REST APIs/IP/C++/Javascript/Objective-C/,0,female,master,AZ,Back-End Software Engineer,C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux/Git
9,22,female,highschool,NJ,REST APIs/IP/C++/Javascript/Objective-C/,1,female,bachelor,NJ,Full Stack Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git/C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux
0,22,female,highschool,NJ,REST APIs/IP/C++/Javascript/Objective-C/,2,male,master,CA,Front-End Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git
9,22,female,highschool,NJ,REST APIs/IP/C++/Javascript/Objective-C/,3,female,bachelor,GA,Mobile Software Engineer,Java/C#/Objective-C/Swift
9,22,female,highschool,NJ,REST APIs/IP/C++/Javascript/Objective-C/,4,male,bachelor,WA,Sales Engineer,PaaS/IaaS/Cloud/RFI/RFP/SQL
0,22,female,highschool,NJ,REST APIs/IP/C++/Javascript/Objective-C/,5,female,bachelor,AZ,Front-End Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git
9,22,female,highschool,NJ,REST APIs/IP/C++/Javascript/Objective-C/,6,female,bachelor,CA,Front-End Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git
5,22,female,highschool,NJ,REST APIs/IP/C++/Javascript/Objective-C/,7,female,bachelor,CA,Sales Engineer,PaaS/IaaS/Cloud/RFI/RFP/SQL
2,22,female,highschool,NJ,REST APIs/IP/C++/Javascript/Objective-C/,8,female,bachelor,NY,Mobile Software Engineer,Java/C#/Objective-C/Swift
9,22,female,highschool,NJ,REST APIs/IP/C++/Javascript/Objective-C/,9,female,bachelor,CA,Full Stack Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git/C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux
1,23,female,bachelor,TX,C#/SOAP/Cloud/GraphQL/Perl/,0,male,master,WA,Quality Assurance Engineer,HTML/CSS/XML/NodeJS/Angular/NoSQL
2,23,female,bachelor,TX,C#/SOAP/Cloud/GraphQL/Perl/,1,male,bachelor,GA,Full Stack Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git/C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux
7,23,female,bachelor,TX,C#/SOAP/Cloud/GraphQL/Perl/,2,female,bachelor,WA,Enterprise Engineer,SOAP/REST APIs/GraphQL/React/Angular/UI/UX
8,23,female,bachelor,TX,C#/SOAP/Cloud/GraphQL/Perl/,3,female,master,WA,Full Stack Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git/C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux
6,23,female,bachelor,TX,C#/SOAP/Cloud/GraphQL/Perl/,4,male,bachelor,UT,UX Designer,HTML/CSS/Photoshop/Illustrator/AfterEffect/Wireframing
4,23,female,bachelor,TX,C#/SOAP/Cloud/GraphQL/Perl/,5,female,master,NY,Mobile Software Engineer,Java/C#/Objective-C/Swift
0,23,female,bachelor,TX,C#/SOAP/Cloud/GraphQL/Perl/,6,male,bachelor,GA,Back-End Software Engineer,C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux/Git
4,23,female,bachelor,TX,C#/SOAP/Cloud/GraphQL/Perl/,7,female,bachelor,WA,Site Reliability Engineer,C/C++/Java/Python/Go/Perl/Ruby/Unix/Linux/TCP/IP/SDN
5,23,female,bachelor,TX,C#/SOAP/Cloud/GraphQL/Perl/,8,male,master,NJ,Back-End Software Engineer,C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux/Git
5,23,female,bachelor,TX,C#/SOAP/Cloud/GraphQL/Perl/,9,male,bachelor,NY,Sales Engineer,PaaS/IaaS/Cloud/RFI/RFP/SQL
9,24,female,bachelor,WA,SDN/REST APIs/Unix/Perl/HTML/,0,male,master,WA,Enterprise Engineer,SOAP/REST APIs/GraphQL/React/Angular/UI/UX
2,24,female,bachelor,WA,SDN/REST APIs/Unix/Perl/HTML/,1,male,master,AZ,Full Stack Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git/C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux
8,24,female,bachelor,WA,SDN/REST APIs/Unix/Perl/HTML/,2,male,bachelor,CA,Front-End Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git
2,24,female,bachelor,WA,SDN/REST APIs/Unix/Perl/HTML/,3,male,master,AZ,Quality Assurance Engineer,HTML/CSS/XML/NodeJS/Angular/NoSQL
3,24,female,bachelor,WA,SDN/REST APIs/Unix/Perl/HTML/,4,male,master,AZ,Enterprise Engineer,SOAP/REST APIs/GraphQL/React/Angular/UI/UX
1,24,female,bachelor,WA,SDN/REST APIs/Unix/Perl/HTML/,5,female,master,TX,Front-End Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git
8,24,female,bachelor,WA,SDN/REST APIs/Unix/Perl/HTML/,6,male,bachelor,GA,Site Reliability Engineer,C/C++/Java/Python/Go/Perl/Ruby/Unix/Linux/TCP/IP/SDN
6,24,female,bachelor,WA,SDN/REST APIs/Unix/Perl/HTML/,7,male,bachelor,CA,Back-End Software Engineer,C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux/Git
9,24,female,bachelor,WA,SDN/REST APIs/Unix/Perl/HTML/,8,female,bachelor,NY,Mobile Software Engineer,Java/C#/Objective-C/Swift
0,24,female,bachelor,WA,SDN/REST APIs/Unix/Perl/HTML/,9,female,bachelor,AZ,Product Engineer,CAD/CAM
3,25,male,highschool,TX,AfterEffect/PaaS/SOAP/Datastrcutes and Algorithms/RESTful APIs/,0,female,master,NY,Site Reliability Engineer,C/C++/Java/Python/Go/Perl/Ruby/Unix/Linux/TCP/IP/SDN
1,25,male,highschool,TX,AfterEffect/PaaS/SOAP/Datastrcutes and Algorithms/RESTful APIs/,1,female,bachelor,TX,Site Reliability Engineer,C/C++/Java/Python/Go/Perl/Ruby/Unix/Linux/TCP/IP/SDN
6,25,male,highschool,TX,AfterEffect/PaaS/SOAP/Datastrcutes and Algorithms/RESTful APIs/,2,male,master,NY,Mobile Software Engineer,Java/C#/Objective-C/Swift
10,25,male,highschool,TX,AfterEffect/PaaS/SOAP/Datastrcutes and Algorithms/RESTful APIs/,3,female,bachelor,NY,Mobile Software Engineer,Java/C#/Objective-C/Swift
5,25,male,highschool,TX,AfterEffect/PaaS/SOAP/Datastrcutes and Algorithms/RESTful APIs/,4,female,bachelor,CA,Front-End Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git
7,25,male,highschool,TX,AfterEffect/PaaS/SOAP/Datastrcutes and Algorithms/RESTful APIs/,5,female,master,AZ,Site Reliability Engineer,C/C++/Java/Python/Go/Perl/Ruby/Unix/Linux/TCP/IP/SDN
3,25,male,highschool,TX,AfterEffect/PaaS/SOAP/Datastrcutes and Algorithms/RESTful APIs/,6,female,master,UT,Full Stack Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git/C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux
9,25,male,highschool,TX,AfterEffect/PaaS/SOAP/Datastrcutes and Algorithms/RESTful APIs/,7,female,bachelor,TX,Sales Engineer,PaaS/IaaS/Cloud/RFI/RFP/SQL
2,25,male,highschool,TX,AfterEffect/PaaS/SOAP/Datastrcutes and Algorithms/RESTful APIs/,8,male,master,TX,Site Reliability Engineer,C/C++/Java/Python/Go/Perl/Ruby/Unix/Linux/TCP/IP/SDN
9,25,male,highschool,TX,AfterEffect/PaaS/SOAP/Datastrcutes and Algorithms/RESTful APIs/,9,male,bachelor,GA,Enterprise Engineer,SOAP/REST APIs/GraphQL/React/Angular/UI/UX
1,26,male,bachelor,AZ,Objective-C/C/CSS/IaaS/Git/,0,male,bachelor,UT,Product Engineer,CAD/CAM
9,26,male,bachelor,AZ,Objective-C/C/CSS/IaaS/Git/,1,female,master,UT,Sales Engineer,PaaS/IaaS/Cloud/RFI/RFP/SQL
4,26,male,bachelor,AZ,Objective-C/C/CSS/IaaS/Git/,2,male,master,CA,Full Stack Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git/C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux
6,26,male,bachelor,AZ,Objective-C/C/CSS/IaaS/Git/,3,female,master,NJ,Site Reliability Engineer,C/C++/Java/Python/Go/Perl/Ruby/Unix/Linux/TCP/IP/SDN
7,26,male,bachelor,AZ,Objective-C/C/CSS/IaaS/Git/,4,female,master,NJ,Back-End Software Engineer,C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux/Git
1,26,male,bachelor,AZ,Objective-C/C/CSS/IaaS/Git/,5,male,bachelor,CA,Enterprise Engineer,SOAP/REST APIs/GraphQL/React/Angular/UI/UX
5,26,male,bachelor,AZ,Objective-C/C/CSS/IaaS/Git/,6,female,master,CA,Sales Engineer,PaaS/IaaS/Cloud/RFI/RFP/SQL
1,26,male,bachelor,AZ,Objective-C/C/CSS/IaaS/Git/,7,male,master,TX,Quality Assurance Engineer,HTML/CSS/XML/NodeJS/Angular/NoSQL
4,26,male,bachelor,AZ,Objective-C/C/CSS/IaaS/Git/,8,female,bachelor,TX,Site Reliability Engineer,C/C++/Java/Python/Go/Perl/Ruby/Unix/Linux/TCP/IP/SDN
4,26,male,bachelor,AZ,Objective-C/C/CSS/IaaS/Git/,9,male,master,WA,Product Engineer,CAD/CAM
8,27,male,bachelor,GA,NodeJS/GraphQL/TCP/REST APIs/UX/,0,male,master,WA,Back-End Software Engineer,C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux/Git
5,27,male,bachelor,GA,NodeJS/GraphQL/TCP/REST APIs/UX/,1,male,bachelor,NY,Enterprise Engineer,SOAP/REST APIs/GraphQL/React/Angular/UI/UX
10,27,male,bachelor,GA,NodeJS/GraphQL/TCP/REST APIs/UX/,2,female,master,NY,Front-End Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git
3,27,male,bachelor,GA,NodeJS/GraphQL/TCP/REST APIs/UX/,3,male,bachelor,UT,Back-End Software Engineer,C/C++/Java/C#/Ruby/Python/Flask/Datastrcutes and Algorithms/Operating System/Linux/Git
1,27,male,bachelor,GA,NodeJS/GraphQL/TCP/REST APIs/UX/,4,female,bachelor,NY,Sales Engineer,PaaS/IaaS/Cloud/RFI/RFP/SQL
0,27,male,bachelor,GA,NodeJS/GraphQL/TCP/REST APIs/UX/,5,female,bachelor,NJ,Sales Engineer,PaaS/IaaS/Cloud/RFI/RFP/SQL
5,27,male,bachelor,GA,NodeJS/GraphQL/TCP/REST APIs/UX/,6,female,master,UT,Mobile Software Engineer,Java/C#/Objective-C/Swift
7,27,male,bachelor,GA,NodeJS/GraphQL/TCP/REST APIs/UX/,7,female,bachelor,TX,Product Engineer,CAD/CAM
10,27,male,bachelor,GA,NodeJS/GraphQL/TCP/REST APIs/UX/,8,female,master,TX,Product Engineer,CAD/CAM
0,27,male,bachelor,GA,NodeJS/GraphQL/TCP/REST APIs/UX/,9,male,bachelor,NY,Quality Assurance Engineer,HTML/CSS/XML/NodeJS/Angular/NoSQL
10,28,male,bachelor,NY,NoSQL/TCP/Ruby/IaaS/HTML/,0,female,master,GA,Mobile Software Engineer,Java/C#/Objective-C/Swift
1,28,male,bachelor,NY,NoSQL/TCP/Ruby/IaaS/HTML/,1,male,master,AZ,Mobile Software Engineer,Java/C#/Objective-C/Swift
7,28,male,bachelor,NY,NoSQL/TCP/Ruby/IaaS/HTML/,2,female,master,CA,Mobile Software Engineer,Java/C#/Objective-C/Swift
10,28,male,bachelor,NY,NoSQL/TCP/Ruby/IaaS/HTML/,3,male,bachelor,WA,Site Reliability Engineer,C/C++/Java/Python/Go/Perl/Ruby/Unix/Linux/TCP/IP/SDN
8,28,male,bachelor,NY,NoSQL/TCP/Ruby/IaaS/HTML/,4,male,master,CA,Front-End Software Engineer,HTML/CSS/Javascript/RESTful APIs/Bootstrap/jQuery/Angular/React/Git
3,28,male,bachelor,NY,NoSQL/TCP/Ruby/IaaS/HTML/,5,male,master,NY,Enterprise Engineer,SOAP/REST APIs/GraphQL/React/Angular/UI/UX
0,28,male,bachelor,NY,NoSQL/TCP/Ruby/IaaS/HTML/,6,male,master,UT,Sales Engineer,PaaS/IaaS/Cloud/RFI/RFP/SQL
0,28,male,bachelor,NY,NoSQL/TCP/Ruby/IaaS/HTML/,7,female,master,NJ,Product Engineer,CAD/CAM
3,28,male,bachelor,NY,NoSQL/TCP/Ruby/IaaS/HTML/,8,male,bachelor,NJ,Site Reliability Engineer,C/C++/Java/Python/Go/Perl/Ruby/Unix/Linux/TCP/IP/SDN
7,28,male,bachelor,NY,NoSQL/TCP/Ruby/IaaS/HTML/,9,male,bachelor,WA,Sales Engineer,PaaS/IaaS/Cloud/RFI/RFP/SQL
1,29,male,bachelor,NY,Bootstrap/C++/PaaS/NoSQL/RESTful APIs/,0,female,bachelor,AZ,Sales Engineer,PaaS/IaaS/Cloud/RFI/RFP/SQL
10,29,male,bachelor,NY,Bootstrap/C++/PaaS/NoSQL/RESTful APIs/,1,female,bachelor,NY,Enterprise Engineer,SOAP/REST APIs/GraphQL/React/Angular/UI/UX
